id,course_id,section,semester_id,fac_code
4717,ACT5113,1,21,TBD20
4718,CSE412,1,21,AT
4719,ETE111,1,21,SA
4720,ACT122,1,21,TBD1
4721,CSE112,1,21,SM
4722,CSE122,1,21,DSR
4723,CSE400,1,21,RIS
4724,CSE434,1,21,RIS
4725,ETE400,1,21,RIS
4726,ETE434,1,21,RIS
4727,ETE331,1,21,AJI
4728,CSE131,1,21,SMH
4729,CSE223,1,21,AR
4730,CSE425,1,21,AT
4731,CSE435,1,21,M
4732,ETE222,1,21,AJI
4733,CSE132,1,21,AR
4734,CSE224,1,21,SM
4735,ETE422,1,21,RIS
4736,STAT213,1,21,TBD4
4737,STAT133,1,21,TBD4
4738,ETE333,1,21,SMMA
4739,STAT212,1,21,TBD4
4740,CSE111,1,21,SA
4741,CSE426,1,21,M
4742,PHY222,1,21,SIS
4743,CSE232,1,21,NKS
4744,CSE311,1,21,RAJ
4745,CSE333,1,21,AR
4746,CSE414,1,21,TBD2
4747,ENG125,1,21,SMMA
4748,ETE211,1,21,AKA
4749,ETE212,1,21,MZ
4750,ETE233,1,21,AJI
4751,ETE335,1,21,AK
4752,MATH124.1,1,21,NH
4753,CSE213,1,21,SK
4754,CSE234,1,21,NKS
4755,CSE413,1,21,RAJ
4756,ETE221,1,21,SIS
4757,ETE411,1,21,AKA
4758,CSE133,1,21,TBD3
4759,CSE313,1,21,SK
4760,CSE331,1,21,RAJ
4761,ETE324,1,21,AKA
4762,ETE414,1,21,AK
4763,MATH135,1,21,NH
4764,CSE323,1,21,RAJ
4765,CSE423,1,21,TBD3
4766,ETE225,1,21,AK
4767,MATH124.2,1,21,NH
4768,CSE312,1,21,M
4769,MATH214,1,21,NH
4770,CSE123,1,21,AT
4771,MATH134,1,21,NH
4772,CSE121,1,21,NKS
4773,ETE315,1,21,AK
4774,ETE413,1,21,MZ
4775,CSE322,1,21,SK
4776,CSE325,1,21,TBD3
4777,CSE334,1,21,NKS
4778,MATH215,1,21,NH
4780,ACT1134,1,21,DSMH
4781,ACT1134,2,21,DSMH
4782,ACT1134,3,21,SHS
4783,ACT1134,4,21,SHS
4784,ACT1134,5,21,RH
4785,ACT1134,6,21,FI
4786,ACT1134,7,21,FI
4787,ECO1124,1,21,KHM
4788,ECO1124,2,21,KHM
4789,ECO1124,3,21,NR
4790,ECO1124,4,21,NR
4791,ECO1124,5,21,NR
4792,ECO1124,6,21,NR
4793,ECO1124,7,21,NR
4794,BUS1122,1,21,DHU
4795,BUS1122,2,21,TBD20
4796,BUS1122,3,21,FAH
4797,BUS1122,4,21,FAH
4798,BUS1122,5,21,TBD20
4799,BUS1122,6,21,TBD20
4800,BUS1122,7,21,TBD20
4801,BUS1131,1,21,SUH
4802,BUS1131,2,21,SUH
4803,BUS1131,3,21,ANR
4804,BUS1131,4,21,ANR
4805,BUS1131,5,21,MMM
4806,BUS1131,6,21,MMM
4807,BUS1131,7,21,MMM
4808,ECO1132,1,21,MS
4809,ECO1132,2,21,MS
4810,ECO1132,3,21,MS
4811,ECO1132,4,21,TBD20
4812,LLBP2416,1,21,TH
4813,ECO1132,5,21,TBD20
4814,ECO1132,6,21,TBD20
4815,ECO1132,7,21,TBD20
4816,LLBP2415,1,21,AZ
4817,LLBP2411,1,21,TBD10
4818,LLBP2419,1,21,BHF
4819,FIN2121,1,21,TBD20
4820,FIN2121,2,21,TBD20
4821,FIN2121,3,21,TBD20
4822,FIN2122,1,21,TBD20
4823,FIN2122,2,21,TBD20
4824,FIN2122,3,21,AIR
4825,ACT3112,1,21,SHS
4826,ACT3112,2,21,SHS
4827,ACT3112,3,21,SHS
4828,MGT2124,1,21,TZK
4829,MGT2124,2,21,TZK
4830,MGT2124,3,21,TZK
4831,MGT3131,1,21,MAK
4832,MGT3131,2,21,MAK
4833,ACT5113,2,21,TBD20
4834,MGT3131,3,21,MAK
4835,MGT3131,4,21,MAK
4836,MGT3131,5,21,MAK
4837,MGT3131,6,21,TBD20
4838,BUS5137,1,21,TBD20
4839,MGT3131,7,21,TBD20
4840,MGT3125,1,21,TBD20
4841,BUS5192,1,21,DHU
4842,MGT3125,2,21,TBD20
4843,MGT3125,3,21,TBD20
4844,MGT5199,1,21,TBD20
4845,MGT3125,4,21,TBD20
4846,MGT3125,5,21,SAN
4847,MGT3125,6,21,SAN
4848,MGT5199,2,21,TBD20
4849,MGT3125,7,21,SAN
4850,FIN3133,1,21,MhR
4851,FIN3133,2,21,MhR
4852,FIN3133,3,21,MhR
4853,FIN3133,4,21,MhR
4854,FIN3133,5,21,MhR
4855,FIN3133,6,21,MhR
4856,FIN3133,7,21,TBD20
4857,MIS5120,1,21,TBD20
4858,MGT3124,1,21,TBD20
4859,MGT3124,2,21,TBD20
4860,BUS5192,2,21,MAA
4861,MGT3124,3,21,TBD20
4862,BUS5137,2,21,TBD20
4863,MGT3124,4,21,TBD20
4864,MKT5134,1,21,ARN
4865,MGT3124,5,21,TBD20
4866,MGT3124,6,21,TBD20
4867,MGT3124,7,21,TBD20
4868,CELP1,1,21,KUA
4869,BUS5192,3,21,MAA
4870,ENG2221,1,21,SMA
4871,FIN5135,1,21,OTA
4872,MGT3134,1,21,TBD20
4873,MGT5130,1,21,TBD20
4874,GED2224,1,21,SMA
4875,MGT3134,2,21,TBD20
4876,MKT5134,2,21,DZR
4877,BUS5192,4,21,TBD20
4878,GED1224,1,21,TBD21
4879,FIN5137,1,21,TBD20
4880,MGT3134,3,21,TI
4881,ENG1233,1,21,MTHB
4882,MGT3134,4,21,TI
4883,MIS5120,2,21,SRID
4884,MGT3134,5,21,TI
4885,MGT3134,6,21,TBD20
4886,ECO5123,1,21,MS
4887,MGT3134,7,21,TBD20
4888,FIN5135,2,21,TBD20
4889,FIN5137,2,21,TBD20
4890,ENG2222,1,21,MAB
4891,ACT6143,1,21,TBD20
4892,ENG1232,1,21,STD
4893,FIN6144,1,21,TBD20
4894,FIN6145,1,21,AMND
4895,MATH124,1,21,NH
4896,MKT3123,1,21,ARN
4897,MKT3123,2,21,MHM
4898,MKT3123,3,21,ITA
4899,FIN6155,1,21,TBD20
4900,BUS3122,1,21,NR
4901,BUS3122,2,21,NR
4902,BUS3122,3,21,TBD20
4903,FIN3124,1,21,KMT
4904,FIN3124,2,21,TBD20
4905,ENG1224,1,21,AIM
4906,FIN3124,3,21,TBD20
4907,HRM6187,1,21,TBD20
4908,ENG2212,1,21,JB
4909,ENG1115,1,21,TBD20
4910,ENG1115,2,21,TBD20
4911,ENG1115,3,21,TBD20
4912,HRM6190,1,21,TBD20
4913,ENG1115,4,21,TBD20
4914,HRM6196,1,21,TBD20
4915,HRM6197,1,21,MAU
4916,MKT6161,1,21,MHM
4917,ENG3211,1,21,NRM
4918,MKT6164,1,21,ARN
4919,MKT6166,1,21,TBD20
4920,MGT2133,1,21,DZR
4921,ENG3211,2,21,NRM
4922,MKT6167,1,21,DZR
4923,ENG3211,3,21,NRM
4924,MGT2133,2,21,DZR
4926,MGT2133,3,21,TZK
4927,ENG3221,1,21,ASA
4928,ENG1212,1,21,MP
4929,MGT2133,4,21,MAK
4930,MGT2133,5,21,TZK
4931,ENG1224,2,21,ANM
4932,BUS3112,1,21,TBD20
4933,BUS3112,2,21,TBD20
4934,BUS3112,3,21,TBD20
4935,BUS3112,4,21,TBD20
4936,BUS3112,5,21,TBD20
4937,ENG1222,1,21,MTHB
4938,ACT3113,1,21,MMR
4939,ACT3113,2,21,MMR
4940,ACT3113,3,21,FI
4941,ACT3113,4,21,FI
4942,ACT3113,5,21,TBD20
4943,MKT3114,1,21,TBD20
4944,MKT3114,2,21,TBD20
4945,MKT3114,3,21,MHa
4946,MKT3114,4,21,MHa
4947,MKT3114,5,21,MHa
4948,BUS2113,1,21,AHD
4949,BUS2113,2,21,AHD
4950,BUS2113,3,21,AHD
4951,BUS2113,4,21,TBD20
4952,BUS1123,1,21,DHU
4953,BUS1123,2,21,SNI
4954,BUS1123,3,21,SNI
4955,BUS1123,4,21,AAH
4956,MGT113,1,21,TBD20
4957,MGT113,2,21,TBD20
4958,MGT113,3,21,TBD20
4959,MGT113,4,21,MMM
4960,BUS1112,1,21,MAA
4961,BUS1112,2,21,MAA
4962,BUS1112,3,21,MAA
4963,BUS1112,4,21,FR
4964,ECO2114,1,21,MZR
4965,ECO2114,2,21,MZR
4966,ECO2114,3,21,DHU
4967,ECO2114,4,21,MZR
4968,ECO2114,5,21,TBD20
4969,ECO2114,6,21,TBD20
4970,LLBP1206,1,21,TH
4971,FIN2111,1,21,KMT
4972,FIN2111,2,21,TBD20
4973,FIN2111,3,21,TBD20
4974,FIN2111,4,21,TBD20
4975,FIN2111,5,21,TBD20
4976,FIN2111,6,21,TBD20
4977,LAW2113,1,21,TBD20
4978,LAW2113,2,21,TBD20
4979,LLBP1205,1,21,ANA
4980,LAW2113,3,21,TBD20
4981,LAW2113,4,21,TBD20
4982,LAW2113,5,21,TBD20
4983,LAW2113,6,21,TBD20
4984,LLBP2412,1,21,AU
4985,MKT2123,1,21,TBD20
4986,MKT2123,2,21,TBD20
4987,MKT2123,3,21,TBD20
4988,MKT2123,4,21,TBD20
4989,LLBP1311,1,21,AI
4990,MKT2123,5,21,TBD20
4991,MKT2123,6,21,TI
4992,ECO3131,1,21,MZR
4993,ECO3131,2,21,MZR
4994,ECO3131,3,21,MZR
4995,ECO3131,4,21,MZR
4996,ECO3131,5,21,TBD20
4997,ECO3131,6,21,TBD20
4998,ECO3131,7,21,TBD20
4999,FIN2132,1,21,TBD20
5000,FIN2132,2,21,TBD20
5001,FIN2132,3,21,TBD20
5002,FIN2132,4,21,TBD20
5003,FIN2132,5,21,AIR
5004,FIN2132,6,21,AIR
5005,FIN2132,7,21,AIR
5006,ACT3114,1,21,RH
5007,ACT3114,2,21,RH
5008,ACT3114,3,21,RH
5009,ACT3114,4,21,RH
5010,ACT3114,5,21,RH
5011,ACT3114,6,21,BK
5012,MATH124,2,21,NH
5013,ACT3114,7,21,BK
5014,BUS1133,1,21,JL
5015,BUS1133,2,21,JL
5016,BUS1133,3,21,JL
5017,BUS1133,4,21,JL
5018,BUS1133,5,21,JL
5019,BUS1133,6,21,TBD20
5020,BUS1133,7,21,TBD20
5021,FIN4132,1,21,MhR
5022,ACT4131,1,21,MMR
5023,FIN4133,1,21,TBD20
5024,FIN4139,1,21,MMR
5025,FIN4140,1,21,TBD20
5026,FIN4141,1,21,MM
5027,FIN4142,1,21,KMT
5028,FIN4196,1,21,JU
5029,MGT4113,1,21,SAN
5030,MGT4115,1,21,MAK
5031,MGT4116,1,21,TBD20
5032,MGT4117,1,21,TBD20
5033,MKT4151,1,21,DZR
5034,MKT4152,1,21,MHM
5035,MKT4153,1,21,MHM
5036,MKT4154,1,21,ARN
5037,MKT4155,1,21,MJH
5038,MKT4156,1,21,ITA
5039,MKT4157,1,21,FAH
5040,MKT4158,1,21,MHa
5041,GED1112,1,21,AHD
5042,GED1112,2,21,AHD
5043,GED1112,3,21,AHD
5044,GED1112,4,21,FI
5045,GED1112,5,21,FI
5046,GED1112,6,21,FI
5047,GED1114,1,21,MAA
5048,GED1114,2,21,MMR
5049,GED1114,3,21,MMR
5050,GED1114,4,21,TBD20
5051,ACT5113,3,21,TBD20
5052,GED1114,5,21,TBD20
5053,GED1114,6,21,TBD20
5054,MIS5120,3,21,TBD20
5055,MIS5120,4,21,TBD20
5056,MKT5134,3,21,MHM
5057,MKT5134,4,21,DZR
5058,BUS5137,3,21,TBD20
5059,FIN5137,3,21,TBD20
5060,MGT5135,1,21,TBD20
5061,MGT5135,2,21,MAU
5062,MGT5199,3,21,TBD20
5063,ACT5113,4,21,TBD20
5064,ACT5113,5,21,TBD20
5065,BUS5137,4,21,TBD20
5066,BUS5137,5,21,DHU
5067,MGT5135,3,21,TBD20
5068,MGT5130,2,21,TBD20
5069,MGT5130,3,21,TBD20
5070,MKT5134,5,21,TBD20
5071,LLBP2417,1,21,TBD10
5072,LLBP1309,1,21,IM
5073,LLBP1101,1,21,SI
5074,LLBP1103,1,21,AI
5075,ECO1211,1,21,ANU
5076,LLBP1307,1,21,TBD10
5077,LLBP1102,1,21,IM
5078,LLBP2410,1,21,ANA
5079,LLBP1204,1,21,AU
5080,LLBP1310,1,21,TBD10
5081,LLBP2418,1,21,TBD10
5082,LLBP2422,1,21,TBD10
5083,LLBP2420,1,21,AI
5084,FIN5137,4,21,TBD20
5085,FIN5135,3,21,MRD
5086,ACT5122,1,21,TBD20
5087,BUS5110,1,21,TBD20
5088,LLBP2413,1,21,IM
5089,BUS5113,1,21,FAH
5090,LLBP2414,1,21,SRF
5091,ECO5123,2,21,MS
5092,LLBP2423,1,21,TH
5093,MGT5135,4,21,TBD20
5094,FIN5137,5,21,KMT
5095,LLBP2418,2,21,SRF
5096,MGT5199,4,21,MUH
5097,MGT5199,5,21,MUH
5098,BUS5140,1,21,TBD20
5099,BUS5140,2,21,TBD20
5100,ENG1214,1,21,BHF
5101,MIS5120,5,21,TBD20
5102,MKT5134,6,21,TBD20
5103,ENG1214,2,21,SAS
5104,MIS5120,6,21,TBD20
5105,ECO5123,3,21,DHU
5106,ENG1214,3,21,TBD10
5107,MGT5135,5,21,TBD20
5108,FIN5135,4,21,TBD20
5109,LLBH1211,1,21,AI
5110,LLBH1211,2,21,TH
5111,LLBH1211,3,21,ZA
5112,LLBH1212,1,21,TBD11
5113,LLBH1213,1,21,SAS
5114,LLBH1214,1,21,SI
5115,LLBH1222,1,21,SI
5116,LLBH1224,1,21,ZA
5117,LLBH1221,1,21,SRF
5118,LLBH1221,2,21,TBD11
5119,LLBH1223,1,21,AU
5120,LLBH1223,2,21,IM
5121,LLBH1231,1,21,ZA
5122,LLBH1231,2,21,ANA
5123,LLBH1232,1,21,TBD12
5124,LLBH1232,2,21,TBD10
5125,LLBH1233,1,21,BHF
5126,LLBH1233,2,21,TBD12
5127,LLBH1234,1,21,TBD10
5128,LLBH1234,2,21,TBD10
5129,LLBH2211,1,21,TBD10
5130,LLBH2211,2,21,ZA
5131,LLBH2212,1,21,IM
5132,LLBH2212,2,21,SRF
5133,LLBH2214,1,21,SI
5134,LLBH2214,2,21,TBD11
5135,LLBH2215,1,21,SAS
5136,LLBH2215,2,21,TBD12
5137,LLBH2213,1,21,AI
5138,LLBH2221,1,21,SRF
5139,LLBH2222,1,21,SAS
5140,LLBH2223,1,21,TH
5141,LLBH2224,1,21,ANA
5142,LLBH2232,1,21,AI
5143,LLBH2232,2,21,TBD12
5144,LLBH2233,1,21,SRF
5145,LLBH2233,2,21,TBD10
5146,LLBH4221,1,21,AU
5147,LLBH2234,1,21,AZ
5148,LLBH2234,2,21,SAS
5149,LLBH2231,1,21,AU
5150,LLBH2231,2,21,SI
5151,LLBH3211,1,21,SI
5152,LLBH4222,1,21,TH
5153,LLBH3211,2,21,TBD11
5154,LLBH4223,1,21,SRF
5155,LLBH3212,1,21,AI
5156,LLBH3212,2,21,AI
5157,LLBH4224,1,21,TBD10
5158,LLBH3213,1,21,AU
5159,LLBH4225,1,21,BHF
5160,LLBH3213,2,21,AU
5161,LLBH3214,1,21,BHF
5162,LLBH3214,2,21,TBD11
5163,LLBH3221,1,21,ZA
5164,LLBH3221,2,21,ANA
5165,LLBH3215,1,21,ANA
5166,LLMF3212,1,21,AU
5167,LLBH3222,1,21,TH
5168,LLBH3223,1,21,AI
5169,LLMF3234,1,21,TH
5170,LLBH3224,1,21,IM
5171,LLBH3225,1,21,TBD10
5172,LLBH3231,1,21,TBD11
5173,LLBH3232,1,21,ZA
5174,LLBH3233,1,21,BHF
5175,LLBH3234,1,21,TBD12
5176,LLBH4211,1,21,TBD12
5177,LLBH4212,1,21,BHF
5178,LLBH4213,1,21,IM
5179,LLBH4214,1,21,SI
5180,LLBH4231,1,21,SRF
5181,LLBH4232,1,21,SI
5182,LLBH4233,1,21,TBD12
5183,LLBH4234,1,21,TBD11
5184,LLBH4235,1,21,AZ
5185,CELP1,2,21,AZK
5186,LLMF3231,1,21,BHF
5187,LLMF3221,1,21,TBD10
5188,LLMF3223,1,21,SI
5189,LLMF3232,1,21,TBD10
5190,LLMF3213,1,21,TH
5191,LLMF3211,1,21,AZ
5192,LLMF3222,1,21,TBD10
5193,LLMF3233,1,21,IM
5194,LLMP3111,1,21,AU
5195,LLMP3112,1,21,TBD10
5196,LLMP3114,1,21,ANA
5197,LLMP3121,1,21,SAS
5198,BUS800,1,21,TBD20
5199,ECO2222,1,21,ABKA
5200,MKT6161,2,21,TBD20
5201,MKT6164,2,21,TBD20
5202,MKT6166,2,21,TBD20
5203,CELP2,1,21,TBD21
5204,LLMP3122,1,21,TBD11
5205,LLMP3124,1,21,BHF
5206,GED1211,1,21,FHS
5207,ENG2223,1,21,ZAM
5208,LLMP3133,1,21,TBD12
5209,GED1235,1,21,FHS
5210,ENG3212,1,21,ITN
5211,ENG1224,3,21,AIM
5212,ECO3221,1,21,ANU
5213,ENG2232,1,21,MMT
5214,ENG2213,1,21,ITN
5215,ENG2233,1,21,ASA
5216,ENG3234,1,21,HFR
5217,ENG1219,1,21,STD
5218,LLMP3211,1,21,TBD10
5219,ECO1221,1,21,DHAD
5220,GED2231,1,21,ZIMWH
5221,ECO2212,1,21,ANU
5222,LLMP3222,1,21,TBD12
5223,ENG1231,1,21,AIM
5224,ENG2211,1,21,HFR
5225,ECO2213,1,21,"TBD 1"
5226,ENG1218,1,21,ANM
5227,ECO2221,1,21,"TBD 2"
5228,ECO3235,1,21,ANU
5229,ENG2223,2,21,ZAM
5230,GEN1224,1,21,AD
5231,LAW4215,1,21,"TBD 1"
5232,ENG2212,3,21,JB
5233,ENG2211,2,21,HFR
5234,ENG2213,2,21,ITN
5235,ENG1223,1,21,TBD21
5236,ENG3213,1,21,TBD21
5237,MAT1222,1,21,ANU
5238,ENG1218,2,21,MP
5239,STA1223,1,21,DHAD
5240,GED1224,2,21,TBD21
5241,ENG2211,3,21,HFR
5242,ENG3213,2,21,TBD21
5243,LLBP2421,1,21,SI
5244,ENG4232,1,21,KAH
5245,ENG4233,1,21,KAH
5246,ENG4233,2,21,KAH
5247,ENG4225,1,21,MAB
5248,ENG4221,1,21,JB
5249,ENG4234,1,21,ITN
5250,GED4212,1,21,NS
5251,ENG4224,1,21,MAB
5252,TEX1021,1,21,SFH
5253,TEX1021,2,21,SFH
5254,INT0104,1,21,TBD20
5255,INT0104,2,21,TBD20
5256,INT0104,3,21,TBD20
5257,ENG4232,2,21,KAH
5258,MATH1023,1,21,GBS
5259,MATH1023,2,21,GBS
5260,PHY1025,1,21,TBD22
5261,PHY1025,2,21,TBD22
5262,PHY1026,1,21,TBD22
5263,PHY1026,2,21,TBD22
5264,CHEM1027,1,21,SD
5265,CHEM1027,2,21,SD
5266,CHEM1028,1,21,TBD22
5267,CHEM1028,2,21,TBD22
5268,STAT1031,1,21,TBD22
5269,STAT1031,2,21,TBD22
5270,PHY1025,3,21,TBD22
5271,STAT1031,3,21,TBD22
5272,TEX1031,1,21,TRC
5273,TEX1031,2,21,TRC
5274,TEX1031,3,21,TRC
5275,ME1035,1,21,TBD22
5276,ME1035,2,21,TBD22
5277,ME1035,3,21,TBD22
5278,ME1034,1,21,TBD22
5279,ME1034,2,21,TBD22
5280,PHY1037,1,21,TBD22
5281,PHY1037,2,21,TBD22
5282,PHY1037,3,21,TBD22
5283,PHY1038,1,21,TBD22
5284,PHY1038,2,21,TBD22
5285,PHY1038,3,21,TBD22
5286,ENG1039,1,21,TBD22
5287,ENG1039,2,21,TBD22
5288,ENG1039,3,21,TBD22
5289,TEX2011,1,21,AUL
5290,TEX2011,2,21,AUL
5291,TEX2011,3,21,AUL
5292,TEX2012,1,21,TBD22
5293,TEX2012,2,21,TBD22
5294,TEX2012,3,21,TBD22
5295,TEX2013,1,21,SFH
5296,TEX2013,2,21,TBD22
5297,TEX2013,3,21,TBD22
5298,TEX2014,1,21,TBD22
5299,TEX2014,2,21,TBD22
5300,TEX2015,1,21,TBD22
5301,TEX2015,2,21,TBD22
5302,TEX2015,3,21,TBD22
5303,TEX2016,1,21,TBD22
5304,TEX2016,2,21,TBD22
5305,TEX2016,3,21,TBD22
5306,ME2018,1,21,TBD22
5307,ME2018,2,21,TBD22
5308,ME2018,3,21,TBD22
5309,CS1215,1,21,TBD12
5310,CSE2022,1,21,TBD22
5311,CSE2022,2,21,TBD22
5312,EEE2021,1,21,TBD22
5313,EEE2021,2,21,TBD22
5314,EEE2022,1,21,TBD22
5315,EEE2022,2,21,TBD22
5316,TEX2025,1,21,TBD22
5317,TEX2025,2,21,TBD22
5318,TEX2026,1,21,TBD22
5319,TEX2026,2,21,TBD22
5320,TEX2027,1,21,TBD22
5321,TEX2027,2,21,TBD22
5322,CSE2024,1,21,TBD22
5323,CSE2024,2,21,TBD22
5324,TEX2031,1,21,ANK
5325,TEX2031,2,21,ANK
5326,TEX2032,1,21,TBD22
5327,TEX2032,2,21,TBD22
5328,ME2033,1,21,TBD22
5329,ME2033,2,21,TBD22
5330,TEX2035,1,21,TBD22
5331,TEX2035,2,21,TBD22
5332,TEX2036,1,21,TBD22
5333,TEX2036,2,21,TBD22
5334,TEX2037,1,21,TBD22
5335,TEX2037,2,21,TBD22
5336,TEX3011,1,21,ANK
5337,TEX3012,1,21,ANK
5338,TEX3013,1,21,TBD22
5339,TEX3014,1,21,TBD22
5340,TEX3015,1,21,TBD22
5341,TEX3016,1,21,TBD22
5342,TEX3017,1,21,TBD22
5343,TEX3021,1,21,TBD22
5344,TEX3022,1,21,TBD22
5345,ME3023,1,21,TBD22
5346,ME3024,1,21,TBD22
5347,MGT3025,1,21,TBD22
5348,ME3027,1,21,TBD22
5349,TEX3031,1,21,TBD22
5350,TEX3032,1,21,TBD22
5351,TEX3033,1,21,TBD22
5352,MGT3035,1,21,TBD22
5353,TEX3037,1,21,TBD22
5354,TEX4015,1,21,TBD22
5355,TEX4016,1,21,TBD22
5356,STEX4015,1,21,TBD22
5357,MGT4013,1,21,TBD22
5358,ACT4015,1,21,TBD22
5359,BUS800,2,21,TBD20
5360,TEX2014,3,21,TBD22
5361,PHY222,2,21,SIS
5362,BED514,1,21,MDA
5363,BED5215,1,21,RNA
5364,BED5216,1,21,ABS
5365,BED521,1,21,ABS
5366,BED5226,1,21,MDA
5367,BED5228,1,21,AAK
5368,BED531,1,21,MDA
5369,BED536,1,21,MDA
5370,BED537,1,21,AAK
5371,BED538,1,21,MDA
5372,MED611,1,21,AAK
5373,MED612,1,21,ABS
5374,MED613,1,21,MDA
5375,MED614,1,21,AAK
5376,MED621,1,21,RNA
5377,ETE211,2,21,AKA
5378,LAW1216,1,21,TBD12
5379,CELP1,3,21,TBD21
5380,BUS800,3,21,TBD20
5381,MKT4151,2,21,TBD20
5382,MKT4152,2,21,TBD20
5383,CELP1,4,21,JB
5384,MKT4155,2,21,ARN
5385,MKT4156,2,21,TBD20
5386,CELP1,5,21,AIM
5387,CELP1,6,21,NRM
5388,FIN4133,2,21,TBD20
5389,CELP1,7,21,YA
5390,FIN4139,2,21,TBD20
5391,CELP1,8,21,TBD21
5392,FIN4142,2,21,KMT
5393,CELP1,9,21,TBD21
5394,FIN4140,2,21,TBD20
5395,CELP1,10,21,TBD21
5396,CELP1,11,21,ASA
5397,CELP1,12,21,ITN
5398,CELP1,13,21,TBD21
5399,CELP1,14,21,AZK
5400,CELP1,15,21,ANM
5401,CELP1,16,21,KUA
5402,CELP2,2,21,ANM
5403,CELP2,3,21,KUA
5404,CELP2,4,21,AZK
5405,CELP2,5,21,AIM
5406,CELP2,6,21,ANM
5407,CELP2,7,21,TBD21
5408,CELP2,8,21,TBD21
5409,CELP2,9,21,TBD21
5410,CELP2,10,21,MMT
5411,CELP2,11,21,TBD21
5412,CELP2,12,21,TBD21
5413,CELP2,13,21,MMT
5414,CELP2,14,21,TBD21
5415,CELP2,15,21,HFR
5416,MATH1011,1,21,TBD22
5417,CELP2,16,21,JB
5418,MATH1011,2,21,TBD22
5419,MATH1011,3,21,TBD22
5420,CHEM1013,1,21,SD
5421,CHEM1013,2,21,SD
5422,CHEM1013,3,21,SD
5423,CHEM1014,1,21,AM
5424,CHEM1014,2,21,AM
5425,CHEM1014,3,21,AM
5426,TEX1015,1,21,AUL
5427,TEX1015,2,21,AUL
5428,TEX1015,3,21,AUL
5429,CELP1,17,21,TBD22
5430,CELP1,18,21,TBD22
5431,CELP1,19,21,TBD22
5432,CELP2,17,21,TBD22
5433,CELP2,18,21,TBD22
5434,CELP2,19,21,TBD22
5435,CSE433,1,21,TBD3
5436,ETE433,1,21,TBD17
5437,CSE112,2,21,SM
5438,CELP1,20,21,TBD23
5439,CELP1,21,21,TBD25
5440,CELP1,22,21,TBD26
5441,CELP2,20,21,TBD27
5442,CELP2,21,21,TBD27
5443,CELP2,22,21,TBD28
5444,CSE1002,1,21,TBD30
5445,CSE1002,2,21,TBD30
5446,CSE1002,3,21,TBD30
5447,PHARM3008,1,21,TBD26
5448,PHARM3008,2,21,TBD25
5449,PHARM1012,1,21,MFA
5450,PHARM1012,2,21,MFA
5451,PHARM3047,1,21,TBD25
5452,PHARM3045,1,21,AH
5453,PHARM3045,2,21,AH
5454,PHARM3044,1,21,TBD25
5455,PHARM4035,1,21,TBD27
5456,PHARM3055,1,21,MAH
5457,PHARM3055,2,21,MAH
5458,PHARM3063,1,21,AH
5459,PHARM1031,1,21,TBD27
5460,STAT1003,1,21,TBD27
5461,STAT1003,2,21,TBD30
5462,PHARM3081,1,21,MFA
5463,PHARM3081,2,21,MFA
5464,PHARM1011,1,21,MFA
5465,PHARM1011,2,21,MFA
5466,ENG1009,1,21,TBD25
5467,ENG1009,2,21,TBD28
5468,PHARM4049,1,21,TBD28
5469,PHARM1021,1,21,TBD27
5470,PHARM3037,1,21,TBD29
5471,PHARM3063,2,21,AH
5472,PHARM1003,1,21,TBD28
5473,PHARM1003,2,21,TBD28
5474,PHARM1003,3,21,TBD29
5475,PHARM1004,1,21,TBD27
5476,MATH1001,1,21,TBD23
5477,MATH1001,2,21,TBD26
5478,PHARM2003,1,21,TBD28
5479,PHARM2003,2,21,TBD29
5480,PHARM3049,1,21,TBD23
5481,PHARM3049,2,21,TBD23
5482,PHARM4048,1,21,TBD28
5483,PHARM2032,1,21,AH
5484,PHARM2032,2,21,TBD27
5485,PHARM1032,1,21,TBD28
5486,PHARM1032,2,21,TBD28
5487,PHARM1011,3,21,MOU
5488,PHARM3047,2,21,TBD23
5489,PHARM2061,1,21,TBD25
5490,PHARM2061,2,21,TBD29
5491,CSE4009,1,21,TBD23
5492,PHARM2016,1,21,TBD23
5493,PHARM2016,2,21,TBD26
5494,PHARM2004,1,21,MOU
5495,PHARM2037,1,21,TBD28
5496,PHARM1031,2,21,TBD26
5497,PHARM2045,1,21,TBD25
5498,PHARM2045,2,21,TBD30
5499,PHARM3056,1,21,AH
5500,PHARM2037,2,21,TBD29
5501,PHARM1015,1,21,TBD26
5502,PHARM1015,2,21,TBD28
5503,PHARM1015,3,21,TBD28
5504,PHARM1021,2,21,TBD28
5505,PHARM2015,1,21,TBD27
5506,PHARM2015,2,21,TBD28
5507,PHARM2041,1,21,TBD29
5508,PHARM2041,2,21,TBD29
5509,PHARM1004,2,21,TBD26
5510,PHARM2022,1,21,TBD23
5511,PHARM2043,1,21,TBD27
5512,PHARM4055,1,21,TBD28
5513,HSS1031,1,21,TBD25
5514,HSS1031,2,21,TBD29
5515,PHARM2024,1,21,MAH
5516,PHARM2024,2,21,MAH
5517,PHARM1022,1,21,TBD25
5518,PHARM2043,2,21,TBD30
5519,PHARM3061,1,21,TBD27
5520,PHARM3061,2,21,TBD30
5521,PHARM2031,1,21,TBD23
5522,PHARM2031,2,21,TBD25
5523,PHARM2023,1,21,MAH
5524,PHARM2023,2,21,MAH
